feature,shap_importance
HouseStyle_SFoyer,0.0
HouseStyle_SLvl,0.0
RoofStyle_Flat,0.0
RoofStyle_Gable,0.0
RoofStyle_Gambrel,0.0
Condition2_Artery,0.0
Condition1_RRNe,0.0
RoofStyle_Mansard,0.0
Condition1_RRAn,0.0
Neighborhood_MeadowV,0.0
Neighborhood_Mitchel,0.0
Neighborhood_ClearCr,0.0
Neighborhood_NPkVill,0.0
Neighborhood_NWAmes,0.0
Neighborhood_NoRidge,0.0
Neighborhood_NridgHt,0.0
Neighborhood_OldTown,0.0
Neighborhood_SWISU,0.0
Neighborhood_Sawyer,0.0
Neighborhood_SawyerW,0.0
Neighborhood_BrkSide,0.0
Neighborhood_BrDale,0.0
Neighborhood_Timber,0.0
Neighborhood_Veenker,0.0
Neighborhood_Blueste,0.0
Condition1_Feedr,0.0
Condition1_Norm,0.0
Condition1_PosA,0.0
Condition1_PosN,0.0
Condition1_RRAe,0.0
RoofStyle_Hip,0.0
RoofMatl_CompShg,0.0
Foundation_Slab,0.0
Exterior2nd_Other,0.0
Exterior2nd_Stone,0.0
Exterior2nd_Stucco,0.0
Exterior2nd_VinylSd,0.0
Exterior2nd_Wd Sdng,0.0
Exterior2nd_Wd Shng,0.0
LotConfig_FR3,0.0
MasVnrType_BrkFace,0.0
MasVnrType_None,0.0
MasVnrType_Stone,0.0
ExterQual_Ex,0.0
ExterQual_Fa,0.0
ExterQual_Gd,0.0
LotConfig_FR2,0.0
ExterCond_Ex,0.0
ExterCond_Fa,0.0
ExterCond_Gd,0.0
ExterCond_Po,0.0
ExterCond_TA,0.0
Foundation_BrkTil,0.0
Foundation_CBlock,0.0
Foundation_PConc,0.0
Exterior2nd_Plywood,0.0
Exterior2nd_MetalSd,0.0
RoofMatl_Membran,0.0
Exterior2nd_ImStucc,0.0
RoofMatl_Metal,0.0
RoofMatl_Tar&Grv,0.0
RoofMatl_WdShake,0.0
RoofMatl_WdShngl,0.0
LandSlope_Sev,0.0
LandSlope_Mod,0.0
LandSlope_Gtl,0.0
Exterior1st_CemntBd,0.0
Exterior1st_HdBoard,0.0
Exterior1st_MetalSd,0.0
Exterior1st_Plywood,0.0
Exterior1st_Stucco,0.0
Exterior1st_VinylSd,0.0
LotConfig_Inside,0.0
Exterior1st_WdShing,0.0
Exterior2nd_AsbShng,0.0
Exterior2nd_AsphShn,0.0
Exterior2nd_Brk Cmn,0.0
Exterior2nd_BrkFace,0.0
Exterior2nd_CmentBd,0.0
Exterior2nd_HdBoard,0.0
SaleCondition_Partial,0.0
