feature,mean_importance
Neighborhood_SWISU,0.0
Neighborhood_Sawyer,0.0
Neighborhood_SawyerW,0.0
Neighborhood_Somerst,0.0
Neighborhood_StoneBr,0.0
Neighborhood_Timber,0.0
Neighborhood_Veenker,0.0
Condition1_Artery,0.0
Condition1_Feedr,0.0
BldgType_Twnhs,0.0
Condition1_PosA,0.0
Condition1_PosN,0.0
Condition1_RRAe,0.0
Condition1_RRAn,0.0
Condition1_Norm,0.0
Condition1_RRNn,0.0
BldgType_2fmCon,0.0
BldgType_1Fam,0.0
Condition2_RRNn,0.0
Condition2_PosN,0.0
Condition1_RRNe,0.0
Condition2_PosA,0.0
Condition2_Norm,0.0
SaleCondition_Partial,0.0
Condition2_Artery,0.0
Condition2_Feedr,0.0
2ndFlrSF,1.1792668530374861e-05
PavedDrive_Y,0.00023754840241587137
MSZoning_RM,0.00030509232489331903
MSSubClass,0.00043640184658553236
GarageYrBlt,0.0006997115380090845
Fireplaces,0.0009336154615633974
BsmtQual_Ex,0.0009669615947196008
MSZoning_RL,0.0018642377783317232
LotArea,0.0024589492240678634
MSZoning_C (all),0.0037349146344101856
CentralAir,0.00498709521714733
OverallCond,0.005607927635032467
FullBath,0.005768709072192668
YearBuilt,0.0058552430217947374
GarageCars,0.007668513346101397
YearRemodAdd,0.0084562731467547
GarageArea,0.008902080526842798
BsmtFinSF1,0.009404874847010808
GarageFinish_Unf,0.010624765896718125
1stFlrSF,0.017370984982305902
TotalBsmtSF,0.0202195972019092
GrLivArea,0.0887584483841865
OverallQual,0.11690155976442589
