feature,mean_importance
GarageType_BuiltIn,0.0
GarageType_CarPort,0.0
GarageFinish_Fin,0.0
GarageFinish_RFn,0.0
GarageQual_Ex,0.0
GarageQual_Fa,0.0
GarageQual_Gd,0.0
GarageQual_Po,0.0
GarageCond_Ex,0.0
Exterior1st_ImStucc,0.0
Exterior1st_Stone,0.0
Exterior1st_CemntBd,0.0
LotConfig_CulDSac,0.0
LotConfig_FR2,0.0
LotConfig_FR3,0.0
LotConfig_Inside,0.0
LandSlope_Gtl,0.0
LandSlope_Mod,0.0
LandSlope_Sev,0.0
Neighborhood_Blmngtn,0.0
Neighborhood_Blueste,0.0
Neighborhood_BrDale,0.0
Neighborhood_BrkSide,0.0
Exterior1st_HdBoard,0.0
Neighborhood_CollgCr,0.0
Neighborhood_Gilbert,0.0
Neighborhood_IDOTRR,0.0
Neighborhood_MeadowV,0.0
Neighborhood_Mitchel,0.0
Neighborhood_NAmes,0.0
Neighborhood_NPkVill,0.0
Neighborhood_NWAmes,0.0
Neighborhood_NoRidge,0.0
Neighborhood_NridgHt,0.0
Neighborhood_OldTown,0.0
LotConfig_Corner,0.0
LandContour_Lvl,0.0
LandContour_Low,0.0
LandContour_HLS,0.0
Street,0.0
Alley,0.0
Utilities,0.0
BsmtFinSF2,0.0
BsmtUnfSF,0.0
LowQualFinSF,0.0
BsmtFullBath,0.0
BsmtHalfBath,0.0
BedroomAbvGr,0.0
KitchenAbvGr,0.0
TotRmsAbvGrd,0.0
Neighborhood_SWISU,0.0
WoodDeckSF,0.0
3SsnPorch,0.0
ScreenPorch,0.0
PoolArea,0.0
MiscVal,0.0
YrSold,0.0
MSZoning_FV,0.0
MSZoning_RH,0.0
LotShape_IR1,0.0
LotShape_IR2,0.0
LotShape_IR3,0.0
LotShape_Reg,0.0
EnclosedPorch,0.0
Neighborhood_Sawyer,0.0
Neighborhood_ClearCr,0.0
HouseStyle_2Story,0.0
BldgType_Twnhs,0.0
BldgType_TwnhsE,0.0
HouseStyle_1.5Fin,0.0
HouseStyle_1.5Unf,0.0
HouseStyle_1Story,0.0
HouseStyle_2.5Fin,0.0
HouseStyle_2.5Unf,0.0
Neighborhood_SawyerW,0.0
HouseStyle_SFoyer,0.0
HouseStyle_SLvl,0.0
RoofStyle_Flat,0.0
RoofStyle_Gable,0.0
RoofStyle_Gambrel,0.0
RoofStyle_Hip,0.0
RoofStyle_Mansard,0.0
RoofStyle_Shed,0.0
RoofMatl_ClyTile,0.0
RoofMatl_CompShg,0.0
RoofMatl_Roll,0.0
RoofMatl_Tar&Grv,0.0
RoofMatl_WdShake,0.0
RoofMatl_WdShngl,0.0
Exterior1st_AsbShng,0.0
Exterior1st_AsphShn,0.0
Exterior1st_BrkComm,0.0
Exterior1st_BrkFace,0.0
Exterior1st_CBlock,0.0
BldgType_Duplex,0.0
BldgType_2fmCon,0.0
SaleCondition_Partial,0.0
Condition1_RRNn,0.0
Condition1_Feedr,0.0
Condition1_Norm,0.0
Condition1_PosA,0.0
Condition1_PosN,0.0
Condition1_RRAe,0.0
BldgType_1Fam,0.0
Neighborhood_Timber,0.0
Neighborhood_StoneBr,0.0
Condition1_RRAn,0.0
Neighborhood_Veenker,0.0
Condition2_Artery,0.0
Condition2_Feedr,0.0
Condition2_Norm,0.0
Neighborhood_Somerst,0.0
Condition1_Artery,0.0
Condition2_PosA,0.0
Condition2_RRNn,0.0
Condition2_PosN,0.0
Condition2_RRAe,0.0
Condition2_RRAn,0.0
GarageType_Attchd,1.1026607052266879e-05
GarageYrBlt,5.730421854836243e-05
LotFrontage,6.454933401443541e-05
Electrical_FuseA,8.828587929424759e-05
2ndFlrSF,0.00015214845316647297
MasVnrArea,0.00017113617127261782
Neighborhood_Edwards,0.0002086337806502303
OverallCond,0.00026616308435886417
LandContour_Bnk,0.0002973164272910278
Neighborhood_Crawfor,0.0003048275778569615
HalfBath,0.00034859346525771
BsmtQual_Ex,0.0003865362397115185
GarageType_Detchd,0.000402057228326827
KitchenQual_Gd,0.00048310046893683677
BsmtFinType1_GLQ,0.0007941993251694591
FullBath,0.0008470991475753364
MSZoning_RL,0.001067093621558174
KitchenQual_Ex,0.0013263889353969105
KitchenQual_TA,0.0024332298760676467
MSZoning_RM,0.003078205204897111
Fireplaces,0.003592598053420379
YearBuilt,0.003836166792267018
CentralAir,0.005137475702977146
LotArea,0.005440141514676764
ExterQual_TA,0.005752733610761227
GarageFinish_Unf,0.007562829994834289
1stFlrSF,0.008102759275387783
GarageArea,0.008340954975697392
BsmtFinSF1,0.008759089677341462
YearRemodAdd,0.008903144889415102
TotalBsmtSF,0.014720734825916135
GarageCars,0.01684072968312962
MSZoning_C (all),0.061504232833200945
GrLivArea,0.11312890158489894
OverallQual,0.13698480823907877
